-2;-8,32293673094285
-1,98;-7,79922168402993
-1,96;-7,28850949805087
-1,94;-6,79090585847014
-1,92;-6,30650237001336
-1,9;-5,83537668188624
-1,88;-5,37759262296937
-1,86;-4,93320034682037
-1,84;-4,50223648630882
-1,82;-4,08472431770383
-1,8;-3,68067393402801
-1,78;-3,29008242748635
-1,76;-2,91293408077293
-1,74;-2,54920056705313
-1,72;-2,19884115841401
-1,7;-1,86180294257033
-1,68;-1,53802104760906
-1,66;-1,22741887455053
-1,64;-0,929908337499825
-1,62;-0,645390111157746
-1,6;-0,373753885456497
-1,58;-0,114878627081266
-1,56;0,131367152364998
-1,54;0,365125121799883
-1,52;0,586546849952707
-1,5;0,795793518761658
-1,48;0,99303563113312
-1,46;1,1784527133223
-1,44;1,35223301219709
-1,42;1,51457318764962
-1,4;1,66567800042236
-1,38;1,80575999561798
-1,36;1,93503918216385
-1,34;2,05374270850435
-1,32;2,16210453479547
-1,3;2,26036510187776
-1,28;2,34877099730498
-1,26;2,42757461870686
-1,24;2,49703383476531
-1,22;2,55741164408402
-1,2;2,60897583223205
-1,18;2,65199862724223
-1,16;2,68675635384541
-1,14;2,71352908672141
-1,12;2,73260030304754
-1,1;2,74425653462474
-1,08;2,74878701986125
-1,06;2,74648335589244
-1,04;2,73763915111487
-1,02;2,72254967841108
-1;2,7015115293407
-0,98;2,67482226957138
-0,96;2,64278009582188
-0,94;2,60568349458739
-0,92;2,56383090291513
-0,9;2,51752037149619
-0,88;2,4670492303369
-0,86;2,41271375727066
-0,84;2,35480884956814
-0,82;2,29362769890096
-0,8;2,22946146991093
-0,78;2,16259898263335
-0,76;2,09332639901973
-0,74;2,02192691380161
-0,72;1,9486804499332
-0,7;1,873863358847
-0,68;1,79774812575215
-0,66;1,72060308020126
-0,64;1,64269211214703
-0,62;1,56427439370539
-0,6;1,48560410683742
-0,58;1,40693017715734
-0,56;1,32849601406904
-0,54;1,25053925742846
-0,52;1,17329153092418
-0,5;1,09697820236297
-0,48;1,02181815104174
-0,46;0,948023542382006
-0,44;0,875799609996925
-0,42;0,805344445355456
-0,4;0,736848795202308
-0,38;0,67049586688624
-0,36;0,606461141743302
-0,34;0,544912196675384
-0,32;0,48600853405821
-0,3;0,429901420106523
-0,28;0,376733731817822
-0,26;0,326639812609466
-0,24;0,279745336757385
-0,22;0,236167182738007
-0,2;0,196013315568248
-0,18;0,159382678231676
-0,16;0,12636509227208
-0,14;0,0970411676288385
-0,12;0,0714822217814784
-0,1;0,0497502082639013
-0,08;0,0318976546016838
-0,06;0,0179676097188337
-0,04;0,00799360085328782
-0,02;0,00199960001333316
0;0
0,02;0,00199960001333316
0,04;0,00799360085328782
0,06;0,0179676097188337
0,08;0,0318976546016838
0,1;0,0497502082639013
0,12;0,0714822217814784
0,14;0,0970411676288385
0,16;0,12636509227208
0,18;0,159382678231676
0,2;0,196013315568248
0,22;0,236167182738007
0,24;0,279745336757385
0,26;0,326639812609466
0,28;0,376733731817822
0,3;0,429901420106523
0,32;0,48600853405821
0,34;0,544912196675384
0,36;0,606461141743302
0,38;0,67049586688624
0,4;0,736848795202308
0,42;0,805344445355456
0,44;0,875799609996925
0,46;0,948023542382006
0,48;1,02181815104174
0,5;1,09697820236297
0,52;1,17329153092418
0,54;1,25053925742846
0,56;1,32849601406904
0,58;1,40693017715734
0,6;1,48560410683742
0,62;1,56427439370539
0,64;1,64269211214703
0,66;1,72060308020126
0,68;1,79774812575215
0,7;1,873863358847
0,72;1,9486804499332
0,74;2,02192691380161
0,76;2,09332639901973
0,78;2,16259898263335
0,8;2,22946146991093
0,82;2,29362769890096
0,84;2,35480884956814
0,86;2,41271375727066
0,88;2,4670492303369
0,9;2,51752037149619
0,92;2,56383090291513
0,94;2,60568349458739
0,96;2,64278009582188
0,98;2,67482226957138
1;2,7015115293407
1,02;2,72254967841108
1,04;2,73763915111487
1,06;2,74648335589244
1,08;2,74878701986125
1,1;2,74425653462474
1,12;2,73260030304754
1,14;2,71352908672141
1,16;2,68675635384541
1,18;2,65199862724223
1,2;2,60897583223205
1,22;2,55741164408402
1,24;2,49703383476531
1,26;2,42757461870686
1,28;2,34877099730498
1,3;2,26036510187776
1,32;2,16210453479547
1,34;2,05374270850435
1,36;1,93503918216385
1,38;1,80575999561798
1,4;1,66567800042236
1,42;1,51457318764962
1,44;1,35223301219709
1,46;1,1784527133223
1,48;0,99303563113312
1,5;0,795793518761658
1,52;0,586546849952707
1,54;0,365125121799883
1,56;0,131367152364998
1,58;-0,114878627081266
1,6;-0,373753885456497
1,62;-0,645390111157746
1,64;-0,929908337499825
1,66;-1,22741887455053
1,68;-1,53802104760906
1,7;-1,86180294257033
1,72;-2,19884115841401
1,74;-2,54920056705313
1,76;-2,91293408077293
1,78;-3,29008242748635
1,8;-3,68067393402801
1,82;-4,08472431770383
1,84;-4,50223648630882
1,86;-4,93320034682037
1,88;-5,37759262296937
1,9;-5,83537668188624
1,92;-6,30650237001336
1,94;-6,79090585847014
1,96;-7,28850949805087
1,98;-7,79922168402993
2;-8,32293673094285
